sku,qty,est_cost,supplier,lead_time_days,day_generated,arrival_day
OLA 40G MEXICAN CRUNCH TORTILA CHIPS,5,257.8615702479339,PROPACK KENYA LTD,2,8,11
TENA 10S WHITE TOILET ROLLS,4,1442.1725013804528,AFRICAN COTTON INDUSTRIES LTD,2,8,11
FANTA ORANGE PET 500ML,5,264.24864556601085,COCA COLA BEVERAGES KENYA LTD,2,8,11
KNORR 51G 6S CHICKEN CUBES,3,226.18569325875774,UNILEVER KENYA LIMITED,2,8,11
WRIGLEYS P.K 10S CHEWING GUM MENTHOL,3,63.92390745501286,RADBONE CLARK LIMITED MARS,2,8,11
ILARA 500ML TNC PLAIN CUP,3,281.88331034482763,BROOKSIDE DAIRY LIMITED,2,8,11
BROOKSIDE 1L NATURAL LALA BOTTLE,2,264.00168598524766,BROOKSIDE DAIRY LIMITED,2,8,11
CARTOONS 30G TANGY TOMATO CRISPS,3,135.10461095100865,PROPACK KENYA LTD,2,8,11
OREO 55.2G ORIGINAL COOKIES,4,219.8848941514173,HASBAH KENYA LTD CADBURY,2,8,11
OREO 31.3G ENROBED,3,153.58603491271822,HASBAH KENYA LTD CADBURY,2,8,11
TUZO 450ML ESL WHOLE MILK 90DAYS,20,735.0393735044594,BROOKSIDE DAIRY LIMITED,2,9,12
BROOKSIDE 2LTR FRESH MILK STANDARD BOTTLE,6,1233.3362725450902,BROOKSIDE DAIRY LIMITED,2,9,12
FESTIVE 400G WHOLE MEAL,6,312.0020924149957,DPL FESTIVE  LIMITED,2,9,12
BIO 2L SEMI SKIMMED FRESH MILK,5,1222.447195154069,BIO FOOD PRODUCTS LTD,2,9,12
